draft_types
['Серебрянка']
['Генеральские Дачи']
['снт Звёздочка']
['Диана снт']
['ст Калина']
['ст Любитель']
['ст любитель']
['ст № 7']
['ст 50 лет Октября']
['снт Семицвет']
['днт Верхний казачий хутор']
['Ростов']
['кст Надежда']
['снт Заря']
['ст КТТУ']
['ст Октябрь']
['ст Тензоприбор']
['снт Охрана']
['Дубки ЛМК снт']
['Сафоново']
['Свободный']
['Кулаковский промузел']
['днп Миловиды']
['спк Байкальский']
['4-й квартал']
['48-й квартал']
['днт Верхняя Смоленщина']
['6-й квартал']
['днт Зелёный']
['днт Пирс']
['Карьер']
['Падь Топка']
['днт Поляна']
['ИСХИ']
['днт Полёт']
['днт Восточный']
['днп Слобода']
['детский лагерь']
['санаторий']
['база отдыха']
['сонт Здравница']
['коттеджи']
['Юрьевец']
['СНТ Виктория']
['Эжва']
['Еляты']
['Койтыбож']
['Юго-Восточный район']
['пос. Октябринка']
['Южный массив']
['13-й квартал']
['8-й квартал']
['35-й квартал']
['5-й квартал']
['Совхозная']
['9-й квартал']
['7-й квартал']
['пк Приморский']
"['СТ ""Лесовод""']"
['Милино']
['Киселёвка']
['Прибрежный']
['Емваль']
['пос. Озёл']
['Завод им. Ленина']
['1852 км Новосибирск-Иркутск']
['снт Лесник-1']
['37-й квартал']
['днт Серебряный Ключ']
['снт Цветные камни']
['29-й квартал']
['11-й квартал']
['Верхняя Максаковка']
['пос. Сёйты']
['Зиминка']
['Искра']
['микрорайон Новый-4 пос']
['Пронино']
['47-й квартал']
['30-й квартал']
['17-й квартал']
['Западный']
['днт Иванова гора']
['Нижний Чов']
['Сосновый берег']
['дпк Росток']
['Ломоносовец снт']
['Красный партизан снт']
['Дубки-1 снт']
['ст Агроном']
['днт Строитель-Рост']
['ПИЯФ ст']
['Градостроитель ст']
['Изумруд']
['Измруд']
['Мечта']
['мечта']
['ДНТ Бодрость']
['Мининское участковое лесничество']
['днт Посёлок Новониколаевский']
['днп Квартал-4']
['днт Берёзка']
['Слобода днп']
['снт Тайга']
['днт Ваганов Парк']
['снт Вечерний']
['снт Обские просторы']
['снт Черёмушки']
['снт Мичуринец-67']
['снт Боровинка']
['п.Матмасы']
['Березняки с/о']
['Мичуринец-2 с/о']
['Автотранспортник-2 с/о']
['Архитектор с/о']
['Таёжный днт']
['Туяа днт']
['Ботаника днт']
['им. Тимирязева снт']
['Пригородное днт']
['Терра днт']
['Урожай днт']
['Орбита днт']
['Оёр днт']
['Сокол днт']
['Джидинское днт']
['Залесье днт']
['Цагатуй снт']
['ВАИ днт']
['Беркут днт']
['Престиж днт']
['Саяны днт']
['Лик днт']
['Авиатор-2 днт']
['Алтан днт']
['Перспектива днт']
['Светлое днт']
['Заря днп']
['Солнечное днт']
['Вахмистрово днп']
['Солнечное-1 днт']
['Селенга днт']
['Бытовик снт']
['Ручеёк днт']
['Берёзка-10 днт']
['Баяр днт']
['Градостроитель днт']
['Юрьевка днт']
['Ургаса днт']
['Эдем днт']
['Жемчуг днт']
['Рубин днт']
['Подснежник днт']
['Мир днт']
['Академия снт']
['Весна днт']
['Дружба днт']
['Современник днт']
['Тепличный микрорайон']
['Кипарис днт']
['Респект днт']
['Выбор днт']
['Весна плюс днт']
['Оптимист днт']
['Тепличный микрорайн']
['Звезда днт']
['Багульник днт']
['Олимпийский днт']
['Жарки днп']
['Черёмушки днп']
['Космос днт']
['Алмаз днт']
['Радуга днт']
['ВСГТУ днт']
['Суранзан снт']
['Листвянка днт']
['Ранет тсн снт']
['Загорск днт']
['Шамбала днт']
['Авиатор снт']
['Овощевод днт']
['Сосновый днт']
['Наурызбайский район']
['СТ Авиатор']
['СТ Птицевод']
['Баганашил 2']
['Таврово-1']
['снт Бибиха']
['Петровский остров с/о']
['Колос-4 с/о']
['Чайка с/о']
['Таёжный-2 днт']
['Байгал днт']
['Каменный карьер']
['Пионер-1 снт']
['Южный днт']
['Облепиховый днт']
['Дружба-2 днт']
['Аргада снт']
['Жаргаланта днт']
['Бик днт']
['Медик днт']
['Булаг днт']
['Сапсан днт']
['Профсоюзник снт']
['Стекольщик снт']
['Вишня коллективный сад']
['Урда-Уула днт']
['Отрадное днт']
['Ожет']
['Калкаман 2']
['Таврово 1']
['снт Овражки']
['Геолог-3 с/о']
['п. Подмосковье']
['Трудовик с/о']
['Липовый остров с/о']
['Солнышко с/о']
['Суходольное днт']
['Лесное днт']
['Баяр плюс днт']
['Энергетик коллективный сад']
['Ургы днт']
['Найдал днт']
['Ключи днт']
['Кооператор днт']
['Селенга-Плюс днт']
['Пригородное 2 днт']
['Сэсэг днт']
['Саянтуй днт']
['Ромашка днт']
['Авиастроитель днт']
['Юность днт']
['Серебряный бор днт']
['Созвездие днт']
['Новый Город']
['Энергетик']
['Карель']
['СТ Энергостроитель']
['с/о Конник']
['Тура с/о']
['Гавань снт']
['Молодёжный днт']
['Пригородное Плюс днт']
['Сибиряк снт']
['Почтовая Тройка днт']
['Улаалзай днт']
['Удачный днт']
['Карнед днт']
['Кедр днт']
['Октябрьское днт']
['Лазурный днт']
['Металлист снт']
['Удинский днт']
['Энергетик днт']
['Сотрудник днт']
['Лира днт']
['Сосновка']
['Боралдай']
['Тастыбулак']
['СТ Алтын Алма']
['Шанырак 2']
['Жана Куат']
['Баганашыл 2']
['с/о Утренняя звезда']
['Ягодка снт']
['днт Индия']
['днп Лаки Парк']
['ст Зелёная горка']
['Яблочко ст']
['Колос-1 с/о']
['днт Солнечное озеро']
['Водники']
['Энергетик снт']
['Тимирязева ст']
